1278,Dharmapur,C.T.,19,West Bengal,12,Hugli 
1279,Dharmapuri,M,33,Tamil Nadu,5,Dharmapuri
1280,Dharmavaram,M,28,Andhra Pradesh,22,Anantapur
1281,Dharmsala,M.Cl.,2,Himachal Pradesh,2,Kangra
1282,Dharoti Khurd,C.T.,9,Uttar Pradesh,9,Ghaziabad
1283,Dharuhera,C.T.,6,Haryana,17,Rewari
1284,Dharur,M.Cl.,27,Maharashtra,27,Bid
1285,Dhatau,C.T.,27,Maharashtra,24,Raigarh
1286,Dhatrigram,C.T.,19,West Bengal,9,Barddhaman 
1287,Dhaulpur,M,8,Rajasthan,8,Dhaulpur
1288,Dhaunsar,C.T.,20,Jharkhand,12,Dhanbad
1289,Dhaura Tanda,N.P.,9,Uttar Pradesh,20,Bareilly
1290,Dhaurehra,N.P.,9,Uttar Pradesh,23,Kheri
1291,Dhekiajuli,M.B.,18,Assam,11,Sonitpur
1292,Dhemaji,T.C.,18,Assam,13,Dhemaji
1293,Dhenkanal,M,21,Orissa,14,Dhenkanal
1294,Dhilwan,N.P.,3,Punjab,3,Kapurthala
1295,Dhing,T.C.,18,Assam,10,Nagaon
1296,Dhola,C.T.,24,Gujarat,14,Bhavnagar
1297,Dholka,M,24,Gujarat,7,Ahmadabad
1298,Dhoraji,M,24,Gujarat,9,Rajkot
1299,Dhrangadhra,M,24,Gujarat,8,Surendranagar
1300,Dhrol,M,24,Gujarat,10,Jamnagar
1301,Dhubri,M.B.,18,Assam,2,Dhubri
1302,Dhuilya,C.T.,19,West Bengal,16,Haora 
1303,Dhule,M.Cl.,27,Maharashtra,2,Dhule
1304,Dhulian,M,19,West Bengal,7,Murshidabad 
1305,Dhupguri,C.T.,19,West Bengal,2,Jalpaiguri 
1306,Dhuri,M.Cl.,3,Punjab,16,Sangrur
1307,Dhusaripara,C.T.,19,West Bengal,7,Murshidabad 
1308,Diamond Harbour,M,19,West Bengal,18,South Twentyfour Parganas
1309,Dibai,M.B.,9,Uttar Pradesh,11,Bulandshahr 
1310,Dibiyapur,N.P.,9,Uttar Pradesh,32,Auraiya
1311,Dibrugarh,M.B.,18,Assam,15,Dibrugarh
1312,Didihat,N.P.,5,Uttaranchal,7,Pithoragarh
1313,Didwana,M,8,Rajasthan,14,Nagaur
1314,Digapahandi,N.A.C.,21,Orissa,19,Ganjam
1315,Digboi,T.C.,18,Assam,14,Tinsukia
1316,Digboi Oil Town,C.T.,18,Assam,14,Tinsukia
1317,Digdoh,C.T.,27,Maharashtra,9,Nagpur
1318,Dighawani,C.T.,23,Madhya Pradesh,43,Chhindwara
1319,Dighwara,N.A.,10,Bihar,17,Saran
1320,Dignala,C.T.,19,West Bengal,9,Barddhaman 
1321,Digras,M.Cl.,27,Maharashtra,14,Yavatmal
1322,Digvijaygram,C.T.,24,Gujarat,10,Jamnagar
1323,Diken,N.P.,23,Madhya Pradesh,18,Neemuch
1324,Dildarnagar Fatehpur Bazar,N.P.,9,Uttar Pradesh,65,Ghazipur
1325,Dimapur,T.C.,13,Nagaland,6,Dimapur
1326,Dimaruguri,C.T.,18,Assam,10,Nagaon
1327,Dina Nagar,M.Cl.,3,Punjab,1,Gurdaspur
1328,Dinapur Cantt.,C.B.,10,Bihar,28,Patna
1329,Dinapur Nizamat,M,10,Bihar,28,Patna
1330,Dindigul,M,33,Tamil Nadu,13,Dindigul
1331,Dindori,N.P.,23,Madhya Pradesh,41,Dindori
1332,Dineshpur,N.P.,5,Uttaranchal,12,Udham Singh Nagar
1333,Dinhata,M,19,West Bengal,3,Koch Bihar 
1334,Diphu,T.C.,18,Assam,19,Karbi Anglong
1335,Dipka,C.T.,22,Chhattisgarh,5,Korba
1336,Dirba,N.P.,3,Punjab,16,Sangrur
1337,Diu,M.Cl.,25,Daman & Diu *,1,Diu
1338,Doboka,T.C.,18,Assam,10,Nagaon
1339,Dod Ballapur,C.M.C,29,Karnataka,21,Bangalore Rural
1340,Doda,N.A.C.,1,Jammu & Kashmir,9,Doda
1341,Dogadda,M.B.,5,Uttaranchal,6,Garhwal
1342,Doghat,N.P.,9,Uttar Pradesh,8,Baghpat
1343,Dohad,M,24,Gujarat,18,Dohad
1344,Dohrighat,N.P.,9,Uttar Pradesh,62,Mau
1345,Doiwala,N.P.,5,Uttaranchal,5,Dehradun
1346,Dokmoka,T.C.,18,Assam,19,Karbi Anglong
1347,Dola,C.T.,23,Madhya Pradesh,16,Shahdol
1348,Domjur,C.T.,19,West Bengal,16,Haora 
1349,Dommara Nandyal,C.T.,28,Andhra Pradesh,20,Cuddapah
1350,Dondaicha-Warwade,M.Cl.,27,Maharashtra,2,Dhule
1351,Dongar Parasia,M,23,Madhya Pradesh,43,Chhindwara
1352,Dongargaon,N.P.,22,Chhattisgarh,9,Rajnandgaon
1353,Dongragarh,M,22,Chhattisgarh,9,Rajnandgaon
1354,Donimalai Township,C.T.,29,Karnataka,12,Bellary
1355,Donkamokam,T.C.,18,Assam,19,Karbi Anglong
1356,Doom Dooma,T.C.,18,Assam,14,Tinsukia
1357,Dostpur,N.P.,9,Uttar Pradesh,49,Sultanpur
1358,Dowleswaram,C.T.,28,Andhra Pradesh,14,East Godavari
1359,Dubrajpur,M,19,West Bengal,8,Birbhum
1360,Dudhani,M.Cl.,27,Maharashtra,30,Solapur
1361,Dudhi,N.P.,9,Uttar Pradesh,70,Sonbhadra
1362,Dugda,C.T.,20,Jharkhand,13,Bokaro
1363,Dulhipur,C.T.,9,Uttar Pradesh,66,Chandauli
1364,Duliajan No.1,C.T.,18,Assam,15,Dibrugarh
1365,Duliajan Oil Town,C.T.,18,Assam,15,Dibrugarh
1366,Dumar Kachhar,C.T.,23,Madhya Pradesh,16,Shahdol
1367,Dumarkunda,C.T.,20,Jharkhand,12,Dhanbad
1368,Dumdum,M,19,West Bengal,11,North Twentyfour Parganas
1369,Dumka,M,20,Jharkhand,11,Dumka
1370,Dumra,N.A.,10,Bihar,4,Sitamarhi
1371,Dumraon,M,10,Bihar,30,Buxar
1372,Dundahera,C.T.,6,Haryana,18,Gurgaon
1373,Dungamal,C.T.,21,Orissa,17,Khordha
1374,Dungargarh,M,8,Rajasthan,4,Churu
1375,Dungarpur,M,8,Rajasthan,27,Dungarpur
1376,Dungra,C.T.,24,Gujarat,25,Valsad
1377,Durg,M.Corp.,22,Chhattisgarh,10,Durg
1378,Durga Nagar Part-V,C.T.,18,Assam,21,Cachar
1379,Durgapur,M.Corp.,19,West Bengal,9,Barddhaman 
1380,Durgapur,C.T.,27,Maharashtra,13,Chandrapur
1381,Durllabhganj,C.T.,19,West Bengal,15,Medinipur 
1382,Duru-Verinag,N.A.C.,1,Jammu & Kashmir,6,Anantnag
1383,Dusi,C.T.,33,Tamil Nadu,6,Tiruvanamalai
1384,Dwarahat,N.P.,5,Uttaranchal,9,Almora
1385,Dwarka,M,24,Gujarat,10,Jamnagar
1386,Dyane,C.T.,27,Maharashtra,20,Nashik
1387,Edaganasalai,T.P.,33,Tamil Nadu,8,Salem
1388,Edaikodu,T.P.,33,Tamil Nadu,30,Kanniyakumari
1389,Edakalinadu,T.P.,33,Tamil Nadu,3,Kancheepuram
1390,Edappadi,M,33,Tamil Nadu,8,Salem
1391,Edathala,C.T.,32,Kerala,8,Ernakulam
1392,Eddumailaram,C.T.,28,Andhra Pradesh,4,Medak
1393,Egarkunr,C.T.,20,Jharkhand,12,Dhanbad
1394,Egra,M,19,West Bengal,15,Medinipur 
1395,Ekambara kuppam,C.T.,28,Andhra Pradesh,23,Chittoor
1396,Ekdil,N.P.,9,Uttar Pradesh,31,Etawah
1397,Eklahare,C.T.,27,Maharashtra,20,Nashik
1398,Eksara,C.T.,19,West Bengal,16,Haora 
1399,Elathur,T.P.,33,Tamil Nadu,10,Erode
1400,Elayavoor,C.T.,32,Kerala,2,Kannur
1401,Elayirampannai,T.P.,33,Tamil Nadu,26,Virudhunagar
1402,Ellenabad,M.C.,6,Haryana,11,Sirsa
1403,Eloor,C.T.,32,Kerala,8,Ernakulam
1404,Elumalai,T.P.,33,Tamil Nadu,24,Madurai
1405,Eluru,M,28,Andhra Pradesh,15,West Godavari
1406,English Bazar,M,19,West Bengal,6,Maldah 
1407,Eral,T.P.,33,Tamil Nadu,28,Toothukudi
1408,Erandol,M.Cl.,27,Maharashtra,3,Jalgaon
1409,Eranholi,C.T.,32,Kerala,2,Kannur
1410,Eraniel,T.P.,33,Tamil Nadu,30,Kanniyakumari
1411,Erattupetta,C.T.,32,Kerala,10,Kottayam
1412,Erich,N.P.,9,Uttar Pradesh,36,Jhansi
1413,Eriodu,T.P.,33,Tamil Nadu,13,Dindigul
1414,Erode,M,33,Tamil Nadu,10,Erode
1415,Erumaipatti,T.P.,33,Tamil Nadu,9,Namakkal
1416,Eruvadi,T.P.,33,Tamil Nadu,29,Tirunelveli
1417,Etah,M.B.,9,Uttar Pradesh,17,Etah
1418,Etawah,M.B.,9,Uttar Pradesh,31,Etawah
1419,Ethapur,T.P.,33,Tamil Nadu,8,Salem
1420,Etmadpur,M.B.,9,Uttar Pradesh,15,Agra
1421,Ettayapuram,T.P.,33,Tamil Nadu,28,Toothukudi
1422,Ettimadai,T.P.,33,Tamil Nadu,12,Coimbatore
1423,Ezhudesam,T.P.,33,Tamil Nadu,30,Kanniyakumari
1424,Faizabad,M.B.,9,Uttar Pradesh,47,Faizabad
1425,Faizabad,C.B.,9,Uttar Pradesh,47,Faizabad
1426,Faizganj,N.P.,9,Uttar Pradesh,19,Budaun
1427,Faizpur,M.Cl.,27,Maharashtra,3,Jalgaon
1428,Falakata,C.T.,19,West Bengal,2,Jalpaiguri 
1429,Farah,N.P.,9,Uttar Pradesh,14,Mathura
1430,Farakhpur,C.T.,6,Haryana,3,Yamunanagar
1431,Faridabad,M.Corp.,6,Haryana,19,Faridabad
1432,Faridkot,M.Cl.,3,Punjab,13,Faridkot
1433,Faridnagar,N.P.,9,Uttar Pradesh,9,Ghaziabad
1434,Faridpur,N.P.,9,Uttar Pradesh,20,Bareilly
1435,Faridpur,M.B.,9,Uttar Pradesh,20,Bareilly
1436,Fariha,N.P.,9,Uttar Pradesh,16,Firozabad
1437,Farooqnagar,C.T.,28,Andhra Pradesh,7,Mahbubnagar
1438,Farrakka Barrage Township,C.T.,19,West Bengal,7,Murshidabad 
1439,Farrukhabad-cum-Fatehgarh,M.B.,9,Uttar Pradesh,29,Farrukhabad
1440,Farrukhnagar,M.C,6,Haryana,18,Gurgaon
1441,Fatehabad,M.C.,6,Haryana,10,Fatehabad
1442,Fatehabad,N.P.,9,Uttar Pradesh,15,Agra
1443,Fatehganj Pashchimi,N.P.,9,Uttar Pradesh,20,Bareilly
1444,Fatehganj Purvi,N.P.,9,Uttar Pradesh,20,Bareilly
1445,Fatehgarh,C.B.,9,Uttar Pradesh,29,Farrukhabad
1446,Fatehgarh Churian,M.Cl.,3,Punjab,1,Gurdaspur
1447,Fatehnagar,M,8,Rajasthan,26,Udaipur
1448,Fatehpur,M,8,Rajasthan,13,Sikar
1449,Fatehpur,M.B.,9,Uttar Pradesh,42,Fatehpur
1450,Fatehpur,N.P.,9,Uttar Pradesh,46,Barabanki
1451,Fatehpur Chaurasi,N.P.,9,Uttar Pradesh,26,Unnao
1452,Fatehpur Sikri,M.B.,9,Uttar Pradesh,15,Agra
1453,Fatellapur,C.T.,19,West Bengal,7,Murshidabad 
1454,Fatwah,N.A.,10,Bihar,28,Patna
1455,Fazilka,M.Cl.,3,Punjab,11,Firozpur
1456,Feroke,C.T.,32,Kerala,4,Kozhikode
1457,Ferozepur Jhirka,M.C,6,Haryana,18,Gurgaon
1458,Fertilzer Corporation of IndiaTownship,C.T.,21,Orissa,15,Anugul
1459,Fiozpur,M.Cl.,3,Punjab,11,Firozpur
1460,Firozabad,M.B.,9,Uttar Pradesh,16,Firozabad
1461,Firozpur Cantt.,C.B.,3,Punjab,11,Firozpur
1462,Forbesganj,M,10,Bihar,7,Araria
1463,Freelandgunj,C.T.,24,Gujarat,18,Dohad
1464,Frezarpur,C.T.,22,Chhattisgarh,15,Bastar
1465,FRI and College Area,C.T.,5,Uttaranchal,5,Dehradun
1466,G. Udayagiri,N.A.C.,21,Orissa,21,Kandhamal
1467,G.C.F Jabalpur,C.T.,23,Madhya Pradesh,39,Jabalpur
1468,Gabberia,C.T.,19,West Bengal,16,Haora 
1469,Gadag-Betigeri,C.M.C,29,Karnataka,8,Gadag
1470,Gadarpur,M.B.,5,Uttaranchal,12,Udham Singh Nagar
1471,Gadarwara,M,23,Madhya Pradesh,40,Narsimhapur
1472,Gadchiroli,M.Cl.,27,Maharashtra,12,Gadchiroli
1473,Gaddi annaram,C.T.,28,Andhra Pradesh,6,Rangareddi
1474,Gadhada,M,24,Gujarat,14,Bhavnagar
1475,Gadhinglaj,M.Cl.,27,Maharashtra,34,Kolhapur
1476,Gadhra,C.T.,20,Jharkhand,18,Purbi Singhbhum
1477,Gadwal,M,28,Andhra Pradesh,7,Mahbubnagar
1478,Gagret,N.P.,2,Himachal Pradesh,7,Una
1479,Gairatganj,C.T.,23,Madhya Pradesh,34,Raisen
1480,Gairkata,C.T.,19,West Bengal,2,Jalpaiguri 
1481,Gajapathinagaram,C.T.,28,Andhra Pradesh,12,Vizianagaram
1482,Gajendragarh,T.M.C,29,Karnataka,8,Gadag
1483,Gajraula,N.P.,9,Uttar Pradesh,6,Jyotiba Phule Nagar
1484,Gajsinghpur,M,8,Rajasthan,1,Ganganagar
1485,Gajularega,C.T.,28,Andhra Pradesh,12,Vizianagaram
1486,Gajuwaka,M,28,Andhra Pradesh,13,Visakhapatnam
1487,Gakulnagar,C.T.,16,Tripura,1,West Tripura 
1488,Galiakot,C.T.,8,Rajasthan,27,Dungarpur
1489,Ganapathipuram,T.P.,33,Tamil Nadu,30,Kanniyakumari
1490,Ganaur,M.C.,6,Haryana,8,Sonipat
1491,Gandai,N.P.,22,Chhattisgarh,9,Rajnandgaon
1492,Ganderbal,N.A.C.,1,Jammu & Kashmir,3,Srinagar
1493,Gandevi,C.T.,24,Gujarat,24,Navsari
1494,Gandhi Nagar(Katpadi Ext.),T.P,33,Tamil Nadu,4,Vellore
1495,Gandhidham,M,24,Gujarat,1,Kachchh
1496,Gandhigram,C.T.,16,Tripura,1,West Tripura 
1497,Gandhinagar,N.A.C,24,Gujarat,6,Gandhinagar
1498,Gandhinagar,C.T.,27,Maharashtra,34,Kolhapur
1499,Ganeshpur,C.T.,27,Maharashtra,10,Bhandara
1500,Gangaghat,M.B.,9,Uttar Pradesh,26,Unnao
1501,Gangaikondan,T.P.,33,Tamil Nadu,18,Cuddalore
1502,Gangakhed,M.Cl.,27,Maharashtra,17,Parbhani
1503,Ganganagar,M.Cl.,8,Rajasthan,1,Ganganagar
1504,Gangapur,M.Cl.,27,Maharashtra,19,Aurangabad
1505,Gangapur,M,8,Rajasthan,24,Bhilwara
1506,Gangapur,N.P.,9,Uttar Pradesh,67,Varanasi
1507,Gangapur City,M,8,Rajasthan,10,Sawai Madhopur
1508,Gangarampur,M,19,West Bengal,5,Dakshin Dinajpur
1509,Gangavalli,T.P.,33,Tamil Nadu,8,Salem
1510,Gangawati,C.M.C,29,Karnataka,7,Koppal
1511,Gangoh,M.B.,9,Uttar Pradesh,1,Saharanpur
1512,Gangotri,N.P.,5,Uttaranchal,1,Uttarkashi
1513,Gangtok,N.T.A,11,Sikkim,4,East
1514,Ganguvarpatti,T.P.,33,Tamil Nadu,25,Theni
1515,Ganj Dundawara,M.B.,9,Uttar Pradesh,17,Etah
1516,Ganj Muradabad,N.P.,9,Uttar Pradesh,26,Unnao
1517,Ganjam,N.A.C.,21,Orissa,19,Ganjam
1518,Garacharma,C.T.,35,Andaman & Nicobar Islands *,1,Andamans
1519,Garalgachha,C.T.,19,West Bengal,12,Hugli 
1520,Garautha,N.P.,9,Uttar Pradesh,36,Jhansi
1521,Gardhiwala,M.Cl.,3,Punjab,5,Hoshiarpur
1522,Garhakota,M,23,Madhya Pradesh,11,Sagar
1523,Garhi Pukhta,N.P.,9,Uttar Pradesh,2,Muzaffarnagar
1524,Garhi-Malhara,N.P.,23,Madhya Pradesh,9,Chhatarpur
1525,Garhmukteshwar,M.B.,9,Uttar Pradesh,9,Ghaziabad
1526,Garhshanker,M.Cl.,3,Punjab,5,Hoshiarpur
1527,Garhwa,M,20,Jharkhand,1,Garhwa
1528,Gariadhar,M,24,Gujarat,14,Bhavnagar
1529,Garoth,N.P.,23,Madhya Pradesh,19,Mandsaur
1530,Garshyamnagar,C.T.,19,West Bengal,11,North Twentyfour Parganas
1531,Garulia,M,19,West Bengal,11,North Twentyfour Parganas
1532,Gaura Barhaj,M.B.,9,Uttar Pradesh,60,Deoria
1533,Gaurella,N.P.,22,Chhattisgarh,7,Bilaspur
1534,Gauri Bazar,N.P.,9,Uttar Pradesh,60,Deoria
1535,Gauribidanur,T.M.C,29,Karnataka,19,Kolar
1536,Gauripur,T.C.,18,Assam,2,Dhubri
1537,Gausganj,C.T.,9,Uttar Pradesh,33,Kanpur Dehat
1538,Gawan,N.P.,9,Uttar Pradesh,19,Budaun
1539,Gaya,M.Corp.,10,Bihar,35,Gaya
1540,Gayespur,M,19,West Bengal,10,Nadia 
1541,Geedam,C.T.,22,Chhattisgarh,16,Dantewada
1542,Georai,M.Cl.,27,Maharashtra,27,Bid
1543,Ghagga,N.P.,3,Punjab,17,Patiala
1544,Ghanaur,N.P.,3,Punjab,17,Patiala
1545,Ghansor,C.T.,23,Madhya Pradesh,44,Seoni
1546,Ghantapada,C.T.,21,Orissa,15,Anugul
1547,Gharaunda,M.C.,6,Haryana,6,Karnal
1548,Gharghoda,N.P.,22,Chhattisgarh,4,Raigarh
1549,Gharoli,C.T.,7,Delhi *,4,East
1550,Gharonda Neemka Bangar alias Patpar Ganj,C.T.,7,Delhi *,4,East
1551,Ghatal,M,19,West Bengal,15,Medinipur 
1552,Ghatampur,M.B.,9,Uttar Pradesh,34,Kanpur Nagar
1553,Ghatanji,M.Cl.,27,Maharashtra,14,Yavatmal
1554,Ghatkeser,C.T.,28,Andhra Pradesh,6,Rangareddi
1555,Ghatlodiya,M,24,Gujarat,7,Ahmadabad
1556,Ghatshila,C.T.,20,Jharkhand,18,Purbi Singhbhum
1557,Ghaziabad,M.Corp.,9,Uttar Pradesh,9,Ghaziabad
1558,Ghazipur,M.B.,9,Uttar Pradesh,65,Ghazipur
1559,Gheora,C.T.,7,Delhi *,1,North West
1560,Ghiraur,N.P.,9,Uttar Pradesh,18,Mainpuri
1561,Ghitorni,C.T.,7,Delhi *,8,South West
1562,Gho Manhasan,N.A.C.,1,Jammu & Kashmir,13,Jammu
1563,Ghoga,C.T.,7,Delhi *,1,North West
1564,Ghogha,C.T.,24,Gujarat,14,Bhavnagar
1565,Ghoghardiha,N.A.,10,Bihar,5,Madhubani
1566,Ghorabandha,C.T.,20,Jharkhand,18,Purbi Singhbhum
1567,Ghorawal,N.P.,9,Uttar Pradesh,70,Sonbhadra
1568,Ghorsala,C.T.,19,West Bengal,7,Murshidabad 
1569,Ghosi,N.P.,9,Uttar Pradesh,62,Mau
1570,Ghosia Bazar,N.P.,9,Uttar Pradesh,68,Sant Ravidas Nagar
1571,Ghoti Budruk,C.T.,27,Maharashtra,20,Nashik
1572,Ghughuli,N.P.,9,Uttar Pradesh,57,Maharajganj
1573,Ghugus,C.T.,27,Maharashtra,13,Chandrapur
1574,Ghulewadi,C.T.,27,Maharashtra,26,Ahmadnagar
1575,Ghumarwin,N.P.,2,Himachal Pradesh,8,Bilaspur
1576,Ghuwara,N.P.,23,Madhya Pradesh,9,Chhatarpur
1577,Gidderbaha,M.Cl.,3,Punjab,12,Muktsar
1578,Gidi,C.T.,20,Jharkhand,4,Hazaribag
1579,Gingee,T.P.,33,Tamil Nadu,7,Viluppuram
1580,Giridih,M,20,Jharkhand,6,Giridih
1581,Goa Velha,C.T.,30,Goa,1,North Goa 
1582,Goaljan,C.T.,19,West Bengal,7,Murshidabad 
1583,Goalpara,M.B.,18,Assam,3,Goalpara
1584,Goasafat,C.T.,19,West Bengal,15,Medinipur 
1585,Gobardanga,M,19,West Bengal,11,North Twentyfour Parganas
1586,Gobichettipalayam,M,33,Tamil Nadu,10,Erode
1587,Gobindgarh,M.Cl.,3,Punjab,8,Fatehgarh Sahib
1588,Gobindpur,C.T.,20,Jharkhand,12,Dhanbad
1589,Gobranawapara,M,22,Chhattisgarh,11,Raipur
1590,Gochar,N.P.,5,Uttaranchal,2,Chamoli
1591,Godda,M,20,Jharkhand,8,Godda
1592,Godhar,C.T.,20,Jharkhand,12,Dhanbad
1593,Godhra,M,24,Gujarat,17,Panch Mahals
1594,Godoli,C.T.,27,Maharashtra,31,Satara
1595,Gogaon,C.T.,22,Chhattisgarh,11,Raipur
1596,Gogapur,C.T.,23,Madhya Pradesh,21,Ujjain
1597,Gogri Jamalpur,N.A.,10,Bihar,21,Khagaria
1598,Gohad,M,23,Madhya Pradesh,3,Bhind
1599,Gohana,M.C.,6,Haryana,8,Sonipat
1600,Gohand,N.P.,9,Uttar Pradesh,38,Hamirpur
1601,Gohpur,T.C.,18,Assam,11,Sonitpur
1602,Gokak,C.M.C,29,Karnataka,1,Belgaum
1603,Gokak Falls,N.A.C,29,Karnataka,1,Belgaum
1604,Gokal Pur,C.T.,7,Delhi *,3,North East
1605,Gokhivare,C.T.,27,Maharashtra,21,Thane
1606,Gokul,N.P.,9,Uttar Pradesh,14,Mathura
1607,Gola Bazar,N.P.,9,Uttar Pradesh,58,Gorakhpur
1608,Gola Gokarannath,M.B.,9,Uttar Pradesh,23,Kheri
1609,Golaghat,M.B.,18,Assam,18,Golaghat
1610,Golokganj,C.T.,18,Assam,2,Dhubri
1611,Gomoh,C.T.,20,Jharkhand,12,Dhanbad
1612,Gonda,M.B.,9,Uttar Pradesh,53,Gonda
1613,Gondal,M,24,Gujarat,9,Rajkot
1614,Gondiya,M.Cl.,27,Maharashtra,11,Gondiya
1615,Goniana,M.Cl.,3,Punjab,14,Bathinda
1616,Gonikoppal,C.T.,29,Karnataka,25,Kodagu
1617,Gooty,C.T.,28,Andhra Pradesh,22,Anantapur
1618,Gopalasamudram,T.P.,33,Tamil Nadu,29,Tirunelveli
1619,Gopalganj,M,10,Bihar,15,Gopalganj
1620,Gopalpur,C.T.,19,West Bengal,10,Nadia 
1621,Gopalpur,N.A.C.,21,Orissa,19,Ganjam
1622,Gopamau,N.P.,9,Uttar Pradesh,25,Hardoi
1623,Gopiganj,M.B.,9,Uttar Pradesh,68,Sant Ravidas Nagar
1624,Gopinathpur,C.T.,19,West Bengal,9,Barddhaman 
1625,Gora Bazar,C.T.,19,West Bengal,7,Murshidabad 
1626,Gorah Salathian,N.A.C.,1,Jammu & Kashmir,13,Jammu
1627,Gorakhpur,M.Corp.,9,Uttar Pradesh,58,Gorakhpur
1628,Goraya,N.P.,3,Punjab,4,Jalandhar
1629,Goredi Chancha,C.T.,8,Rajasthan,14,Nagaur
1630,Goregaon,C.T.,27,Maharashtra,24,Raigarh
1631,Gormi,N.P.,23,Madhya Pradesh,3,Bhind
1632,Gosainganj,N.P.,9,Uttar Pradesh,27,Lucknow
1633,Gosainganj,N.P.,9,Uttar Pradesh,47,Faizabad
1634,Gossaigaon,T.C.,18,Assam,1,Kokrajhar
1635,Gota,C.T.,24,Gujarat,7,Ahmadabad
1636,Gothra,C.T.,8,Rajasthan,5,Jhunjhunun
1637,Gottikere,C.,29,Karnataka,20,Bangalore
1638,Goundampalayam,T.P.,33,Tamil Nadu,12,Coimbatore
1639,Govardhan,N.P.,9,Uttar Pradesh,14,Mathura
1640,Govindgarh,C.T.,8,Rajasthan,6,Alwar
1641,Govindgarh,N.P.,23,Madhya Pradesh,14,Rewa
1642,Greater Mumbai,M.Corp.,27,Maharashtra,22 & 23,Mumbai (Suburban) and Mumbai
1643,GSFC Complex INA,I.N.A.,24,Gujarat,19,Vadodara
1644,Gua,C.T.,20,Jharkhand,17,Pashchimi Singhbhum
1645,Gubbi,T.P.,29,Karnataka,18,Tumkur
1646,Gudalur,T.P.,33,Tamil Nadu,11,The Nilgiris
1647,Gudalur,T.P.,33,Tamil Nadu,12,Coimbatore
1648,Gudalur,T.P.,33,Tamil Nadu,25,Theni
1649,Gudari,N.A.C.,21,Orissa,27,Rayagada
1650,Gudibanda,T.P.,29,Karnataka,19,Kolar
1651,Gudivada,C.T.,28,Andhra Pradesh,13,Visakhapatnam
1652,Gudivada,M,28,Andhra Pradesh,16,Krishna
1653,Gudiyatham,M,33,Tamil Nadu,4,Vellore
1654,Gudur,M,28,Andhra Pradesh,19,Nellore
1655,Guhagar,C.T.,27,Maharashtra,32,Ratnagiri
1656,Guirim,C.T.,30,Goa,1,North Goa 
1657,Gulabpura,M,8,Rajasthan,24,Bhilwara
1658,Gulaothi,M.B.,9,Uttar Pradesh,11,Bulandshahr 
1659,Gularia Bhindara,N.P.,9,Uttar Pradesh,21,Pilibhit
1660,Gulariya,N.P.,9,Uttar Pradesh,19,Budaun
1661,Gulbarga,M.Corp.,29,Karnataka,4,Gulbarga
1662,Guledgudda,T.M.C,29,Karnataka,2,Bagalkot
1663,Gulmarg,N.A.C.,1,Jammu & Kashmir,2,Baramula
1664,Guma,C.T.,19,West Bengal,11,North Twentyfour Parganas
1665,Gumia,C.T.,20,Jharkhand,13,Bokaro
1666,Gumla,M,20,Jharkhand,16,Lohardaga
1667,Gummidipoondi,T.P,33,Tamil Nadu,1,Thiruvallur
1668,Guna,M,23,Madhya Pradesh,7,Guna
1669,Gundlupet,T.M.C,29,Karnataka,27,Chamarajanagar
1670,Gunnaur,N.P.,9,Uttar Pradesh,19,Budaun
1671,Guntakal,M,28,Andhra Pradesh,22,Anantapur
1672,Guntur,M.Corp.,28,Andhra Pradesh,17,Guntur
1673,Gunupur,N.A.C.,21,Orissa,27,Rayagada
1674,Gurdaspur,M.Cl.,3,Punjab,1,Gurdaspur
1675,Gurgaon,M.Cl.,6,Haryana,18,Gurgaon
1676,Gurgaon Rural,C.T.,6,Haryana,18,Gurgaon
1677,Gurh,N.P.,23,Madhya Pradesh,14,Rewa
1678,Guriahati,C.T.,19,West Bengal,3,Koch Bihar 
1679,Gurmatkal,T.P.,29,Karnataka,4,Gulbarga
1680,Gursahaiganj,M.B.,9,Uttar Pradesh,30,Kannauj
1681,Gursarai,M.B.,9,Uttar Pradesh,36,Jhansi
1682,Guru Har Sahai,M.Cl.,3,Punjab,11,Firozpur
1683,Guruvayoor,M,32,Kerala,7,Thrissur
1684,Guskara,M,19,West Bengal,9,Barddhaman 
1685,Guwahati,M.Corp.,18,Assam,6,Kamrup
1686,Gwalior,M.Corp.,23,Madhya Pradesh,4,Gwalior
1687,Gyalshing,N.T.A,11,Sikkim,2,West
1688,Gyanpur,N.P.,9,Uttar Pradesh,68,Sant Ravidas Nagar
1689,Habibpur,C.T.,10,Bihar,22,Bhagalpur
1690,Habra,M,19,West Bengal,11,North Twentyfour Parganas
1691,Hadgaon,M.Cl.,27,Maharashtra,15,Nanded
1692,Hafizpur,C.T.,9,Uttar Pradesh,61,Azamgarh
1693,Haflong,T.C.,18,Assam,20,North Cachar Hills
1694,Haidergarh,N.P.,9,Uttar Pradesh,46,Barabanki
1695,Hailakandi,M.B.,18,Assam,23,Hailakandi
1696,Haileymandi,M.C,6,Haryana,18,Gurgaon
1697,Hajan,N.A.C.,1,Jammu & Kashmir,2,Baramula
1698,Hajipur,C.T.,3,Punjab,5,Hoshiarpur
1699,Hajipur,M,10,Bihar,18,Vaishali
1700,Hajira INA,I.N.A.,24,Gujarat,22,Surat
1701,Haldaur,M.B.,9,Uttar Pradesh,3,Bijnor
1702,Haldia,M,19,West Bengal,15,Medinipur 
